Escola;Gênero;Idade;Moradia;Tamanho da família;Relacionamento dos pais;Escolaridade da mãe;Escolaridade do pai;Ocupação da mãe;Ocupação do pai;Motivo da escolha pela escola;Guardião;Tempo em trânsito;Tempo de estudo;Reprovações;Suporte extracurricular;Suporte familiar nas aulas;Aulas particulares;Atividades extracurriculares;Frequentou pré-escola?;Deseja cursar ensino superior?;Acesso à internet;Namora?;Qualidade da relação familiar;Tempo livre pós aula;Vida social;Consumo de álcool diário;Consumo de álcool semanal;Status de saúde;Número de faltas;Nota1;Nota2;Nota final
Gabriel Pereira;Feminino;19;Urbano;Mais de 3 pessoas;Juntos;4;4;Saúde;Outros;Reputação da escola;Outros;2;2;0;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;2;3;4;2;3;2;2;14;13;13
Gabriel Pereira;Feminino;18;Urbano;Menos de 3 pessoas;Juntos;4;3;Outros;Outros;Perto de casa;Outros;2;2;0;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;4;4;5;1;2;2;0;13;14;14
Gabriel Pereira;Feminino;18;Urbano;Mais de 3 pessoas;Juntos;4;3;Outros;Outros;Reputação da escola;Pai;1;4;0;Não;Sim;Não;Não;Sim;Sim;Sim;Não;4;3;3;1;1;3;0;16;17;17
Gabriel Pereira;Masculino;18;Urbano;Menos de 3 pessoas;Juntos;4;4;Professora;Professor;Perto de casa;Mãe;1;1;0;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;1;4;2;2;2;1;0;18;18;17
Gabriel Pereira;Feminino;18;Urbano;Menos de 3 pessoas;Separados;4;4;Saúde;Outros;Perto de casa;Mãe;1;2;0;Não;Sim;Sim;Não;Sim;Sim;Sim;Sim;4;2;4;1;1;4;0;14;15;15
Gabriel Pereira;Masculino;17;Urbano;Menos de 3 pessoas;Juntos;4;4;Outros;Professor;Perto de casa;Pai;2;1;0;Não;Não;Não;Não;Sim;Sim;Sim;Não;4;1;1;2;2;5;0;12;13;13
Gabriel Pereira;Feminino;17;Rural;Mais de 3 pessoas;Juntos;4;4;Serviços;Serviços;Reputação da escola;Mãe;2;3;0;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;5;3;4;1;1;5;0;7;7;8
Gabriel Pereira;Feminino;17;Urbano;Mais de 3 pessoas;Juntos;4;2;Outros;Outros;Reputação da escola;Mãe;2;3;0;Não;Sim;Não;Não;Sim;Sim;Sim;Não;4;3;3;1;1;3;0;16;16;16
Gabriel Pereira;Feminino;17;Urbano;Mais de 3 pessoas;Juntos;3;2;Saúde;Saúde;Reputação da escola;Pai;1;4;0;Não;Sim;Não;Sim;Não;Sim;Sim;Não;5;2;2;1;2;5;0;18;18;18
Gabriel Pereira;Masculino;19;Rural;Menos de 3 pessoas;Juntos;2;1;Dona de casa;Serviços;Preferência pelo curso;Mãe;2;3;1;Não;Não;Não;Sim;Sim;Sim;Sim;Sim;4;3;1;1;1;5;0;9;10;11
Gabriel Pereira;Masculino;20;Urbano;Mais de 3 pessoas;Separados;3;2;Serviços;Outros;Preferência pelo curso;Outros;1;1;2;Não;Não;Não;Sim;Sim;Sim;Não;Não;5;5;3;1;1;5;0;14;15;15
Gabriel Pereira;Masculino;19;Rural;Mais de 3 pessoas;Juntos;3;3;Outros;Serviços;Reputação da escola;Pai;1;2;0;Não;Não;Não;Sim;Sim;Sim;Não;Sim;4;5;3;1;2;5;0;10;10;11
Gabriel Pereira;Feminino;18;Urbano;Mais de 3 pessoas;Juntos;1;4;Outros;Professor;Perto de casa;Mãe;1;2;0;Sim;Sim;Não;Não;Não;Sim;Não;Sim;3;4;4;1;2;5;2;10;10;11
Gabriel Pereira;Feminino;18;Urbano;Mais de 3 pessoas;Juntos;2;1;Serviços;Outros;Preferência pelo curso;Mãe;2;2;0;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;5;3;3;1;2;1;2;12;12;15
Gabriel Pereira;Feminino;17;Urbano;Mais de 3 pessoas;Juntos;2;3;Outros;Outros;Preferência pelo curso;Pai;2;2;0;Não;Não;Não;Sim;Sim;Sim;Sim;Sim;4;2;1;1;1;3;2;11;12;14
Gabriel Pereira;Feminino;17;Rural;Mais de 3 pessoas;Juntos;4;4;Professora;Professor;Preferência pelo curso;Mãe;1;1;0;Não;Não;Não;Sim;Sim;Sim;Sim;Não;4;4;4;1;1;5;2;15;16;17
Gabriel Pereira;Feminino;18;Urbano;Mais de 3 pessoas;Juntos;4;3;Outros;Outros;Preferência pelo curso;Mãe;1;3;0;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;4;3;4;1;1;5;2;14;15;17
Gabriel Pereira;Feminino;18;Urbano;Menos de 3 pessoas;Juntos;4;3;Saúde;Serviços;Preferência pelo curso;Mãe;2;1;0;Não;Sim;Não;Não;Sim;Sim;Sim;Não;3;2;4;1;4;1;8;12;12;15
Gabriel Pereira;Feminino;17;Rural;Mais de 3 pessoas;Juntos;3;4;Dona de casa;Serviços;Preferência pelo curso;Pai;1;3;0;Não;Sim;Não;Sim;Não;Sim;Sim;Não;4;3;4;2;5;5;2;15;15;17
Gabriel Pereira;Feminino;18;Urbano;Mais de 3 pessoas;Juntos;3;3;Dona de casa;Outros;Preferência pelo curso;Pai;1;2;0;Não;Sim;Não;Não;Sim;Sim;Sim;Não;4;1;4;1;1;3;8;11;12;14
Gabriel Pereira;Masculino;19;Urbano;Mais de 3 pessoas;Juntos;4;2;Saúde;Outros;Preferência pelo curso;Mãe;2;2;0;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;5;4;4;1;1;1;9;11;10;10
Gabriel Pereira;Feminino;18;Urbano;Mais de 3 pessoas;Juntos;4;4;Professora;Outros;Preferência pelo curso;Mãe;1;2;0;Não;Sim;Não;Não;Sim;Sim;Sim;Não;4;4;4;3;3;5;0;12;11;13
Gabriel Pereira;Feminino;18;Urbano;Mais de 3 pessoas;Juntos;3;4;Outros;Outros;Preferência pelo curso;Mãe;1;1;0;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;5;4;4;1;1;1;4;11;12;14
Gabriel Pereira;Feminino;17;Urbano;Mais de 3 pessoas;Juntos;4;4;Saúde;Saúde;Preferência pelo curso;Mãe;1;1;0;Não;Não;Não;Sim;Sim;Sim;Sim;Não;5;3;4;1;2;5;2;14;15;17
Gabriel Pereira;Feminino;17;Urbano;Mais de 3 pessoas;Separados;4;3;Serviços;Serviços;Preferência pelo curso;Mãe;1;2;0;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;5;2;2;1;2;5;14;15;14;17
Gabriel Pereira;Feminino;17;Urbano;Menos de 3 pessoas;Separados;3;3;Serviços;Outros;Perto de casa;Mãe;1;2;0;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;5;3;3;1;1;5;0;12;12;13
Gabriel Pereira;Feminino;17;Urbano;Menos de 3 pessoas;Juntos;2;1;Outros;Outros;Perto de casa;Pai;1;2;0;Não;Não;Não;Sim;Sim;Sim;Sim;Não;4;2;3;2;2;2;2;11;12;14
Gabriel Pereira;Masculino;18;Urbano;Menos de 3 pessoas;Juntos;4;4;Outros;Outros;Reputação da escola;Pai;1;1;0;Não;Sim;Não;Não;Sim;Sim;Sim;Não;4;2;5;3;4;5;2;8;9;11
Gabriel Pereira;Feminino;19;Urbano;Mais de 3 pessoas;Juntos;1;1;Outros;Outros;Preferência pelo curso;Outros;3;3;0;Não;Não;Não;Sim;Sim;Não;Não;Sim;1;5;5;4;3;5;12;10;10;11
Gabriel Pereira;Feminino;19;Urbano;Menos de 3 pessoas;Separados;1;1;Outros;Outros;Preferência pelo curso;Outros;3;2;2;Não;Sim;Não;Não;Não;Sim;Sim;Sim;5;3;4;1;1;4;2;8;8;9
Gabriel Pereira;Feminino;18;Urbano;Mais de 3 pessoas;Juntos;2;2;Outros;Outros;Preferência pelo curso;Mãe;1;1;0;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;4;3;5;2;4;5;2;10;10;10
Gabriel Pereira;Feminino;17;Urbano;Mais de 3 pessoas;Juntos;2;2;Outros;Outros;Preferência pelo curso;Mãe;1;2;0;Não;Sim;Não;Não;Sim;Sim;Não;Sim;4;2;2;1;1;3;4;14;13;13
Gabriel Pereira;Feminino;17;Rural;Menos de 3 pessoas;Juntos;2;2;Serviços;Serviços;Preferência pelo curso;Mãe;1;3;0;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;3;3;2;2;2;3;0;11;11;10
Gabriel Pereira;Feminino;17;Urbano;Mais de 3 pessoas;Juntos;3;1;Serviços;Serviços;Preferência pelo curso;Pai;1;3;0;Não;Sim;Não;Não;Não;Sim;Sim;Não;3;4;3;2;3;5;0;17;18;17
Gabriel Pereira;Feminino;17;Urbano;Menos de 3 pessoas;Juntos;0;2;Dona de casa;Sem ocupação;Perto de casa;Pai;2;3;0;Não;Não;Não;Não;Sim;Sim;Sim;Não;3;3;3;2;3;2;0;14;14;15
Gabriel Pereira;Feminino;18;Urbano;Mais de 3 pessoas;Juntos;1;1;Outros;Outros;Perto de casa;Mãe;2;3;0;Não;Não;Não;Sim;Sim;Sim;Sim;Não;4;5;5;1;2;2;0;14;14;14
Gabriel Pereira;Masculino;18;Urbano;Mais de 3 pessoas;Juntos;4;4;Outros;Outros;Preferência pelo curso;Mãe;1;3;0;Não;Não;Não;Sim;Sim;Sim;Sim;Não;4;3;3;2;2;3;0;13;14;13
Gabriel Pereira;Masculino;17;Urbano;Mais de 3 pessoas;Juntos;3;3;Outros;Serviços;Reputação da escola;Mãe;1;1;0;Não;Não;Não;Sim;Não;Sim;Sim;Não;4;3;5;3;5;5;0;17;18;17
Gabriel Pereira;Masculino;17;Rural;Mais de 3 pessoas;Juntos;2;2;Serviços;Outros;Preferência pelo curso;Mãe;4;1;0;Não;Sim;Não;Não;Sim;Sim;Sim;Não;4;4;5;5;5;4;2;11;10;10
Gabriel Pereira;Feminino;17;Urbano;Mais de 3 pessoas;Juntos;4;4;Professora;Serviços;Preferência pelo curso;Mãe;1;3;0;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;5;4;4;1;3;4;0;13;12;13
Gabriel Pereira;Feminino;17;Urbano;Mais de 3 pessoas;Juntos;4;4;Professora;Professor;Preferência pelo curso;Mãe;2;3;0;Não;Sim;Não;Não;Não;Sim;Sim;Sim;4;3;3;1;2;4;4;15;14;15
Gabriel Pereira;Feminino;17;Urbano;Mais de 3 pessoas;Juntos;3;3;Dona de casa;Outros;Preferência pelo curso;Mãe;1;1;0;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;4;2;5;2;5;5;2;11;12;11
Gabriel Pereira;Masculino;18;Urbano;Menos de 3 pessoas;Juntos;2;2;Outros;Outros;Preferência pelo curso;Mãe;1;4;0;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;4;5;5;2;4;5;0;11;11;12
Gabriel Pereira;Masculino;19;Rural;Mais de 3 pessoas;Juntos;3;2;Dona de casa;Serviços;Perto de casa;Outros;1;1;0;Não;Sim;Não;Não;Não;Sim;Não;Sim;5;3;4;2;2;5;0;11;10;10
Gabriel Pereira;Feminino;18;Urbano;Mais de 3 pessoas;Juntos;2;2;Dona de casa;Outros;Preferência pelo curso;Mãe;4;2;0;Não;Não;Não;Sim;Sim;Sim;Não;Sim;4;2;5;1;1;2;2;10;9;10
Gabriel Pereira;Feminino;17;Rural;Mais de 3 pessoas;Juntos;2;4;Dona de casa;Outros;Preferência pelo curso;Pai;1;3;0;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;4;4;3;1;1;5;0;15;15;15
Gabriel Pereira;Masculino;18;Urbano;Mais de 3 pessoas;Juntos;2;2;Outros;Outros;Reputação da escola;Mãe;1;1;0;Não;Não;Não;Não;Não;Sim;Sim;Não;5;4;2;1;2;5;6;15;14;15
Gabriel Pereira;Feminino;18;Urbano;Mais de 3 pessoas;Juntos;3;3;Serviços;Serviços;Perto de casa;Mãe;1;2;0;Não;Não;Não;Sim;Sim;Sim;Sim;Não;5;3;4;1;1;4;8;10;11;12
Gabriel Pereira;Feminino;18;Urbano;Menos de 3 pessoas;Juntos;2;2;Outros;Outros;Perto de casa;Outros;1;2;0;Não;Não;Não;Sim;Não;Sim;Sim;Sim;4;3;3;1;1;2;0;10;9;12
Gabriel Pereira;Feminino;18;Rural;Mais de 3 pessoas;Juntos;2;2;Dona de casa;Outros;Preferência pelo curso;Mãe;2;4;0;Não;Não;Não;Sim;Sim;Sim;Não;Não;4;4;4;1;1;4;6;14;13;14
Gabriel Pereira;Feminino;17;Urbano;Mais de 3 pessoas;Juntos;3;4;Serviços;Outros;Preferência pelo curso;Mãe;1;3;0;Não;Não;Não;Não;Sim;Sim;Sim;Não;4;4;5;1;3;5;8;11;13;14
Gabriel Pereira;Feminino;17;Urbano;Mais de 3 pessoas;Juntos;3;2;Outros;Outros;Perto de casa;Mãe;1;2;0;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;4;3;2;2;3;2;0;12;13;15
Gabriel Pereira;Feminino;18;Urbano;Menos de 3 pessoas;Juntos;3;3;Serviços;Serviços;Perto de casa;Mãe;1;4;0;Não;Sim;Não;Não;Sim;Sim;Sim;Não;5;3;3;1;1;1;4;14;14;15
Gabriel Pereira;Feminino;17;Rural;Mais de 3 pessoas;Separados;3;2;Outros;Outros;Perto de casa;Mãe;1;2;0;Não;Sim;Não;Não;Sim;Sim;Sim;Não;4;3;3;2;3;2;0;14;14;16
Gabriel Pereira;Masculino;18;Urbano;Mais de 3 pessoas;Juntos;4;4;Professora;Serviços;Perto de casa;Pai;1;2;0;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;4;3;3;2;2;2;0;12;12;13
Gabriel Pereira;Masculino;18;Urbano;Menos de 3 pessoas;Juntos;3;4;Serviços;Outros;Perto de casa;Mãe;1;2;0;Não;Não;Não;Sim;Sim;Sim;Sim;Sim;4;3;3;1;3;5;6;16;16;17
Gabriel Pereira;Feminino;17;Urbano;Mais de 3 pessoas;Separados;2;2;Dona de casa;Sem ocupação;Perto de casa;Pai;1;2;0;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;3;3;1;1;2;4;18;10;12;14
Gabriel Pereira;Feminino;18;Urbano;Mais de 3 pessoas;Juntos;2;3;Dona de casa;Outros;Preferência pelo curso;Mãe;1;3;0;Não;Sim;Não;Não;Sim;Sim;Sim;Não;4;3;3;1;2;3;0;11;12;14
Gabriel Pereira;Feminino;18;Urbano;Mais de 3 pessoas;Juntos;3;2;Outros;Serviços;Outros;Mãe;1;3;0;Não;Não;Não;Não;Sim;Sim;Sim;Sim;5;4;3;2;3;1;4;14;16;17
Gabriel Pereira;Masculino;18;Rural;Mais de 3 pessoas;Juntos;4;3;Professora;Serviços;Preferência pelo curso;Mãe;1;3;0;Não;Não;Não;Não;Sim;Sim;Sim;Sim;5;3;2;1;2;4;4;15;14;17
Gabriel Pereira;Masculino;18;Urbano;Mais de 3 pessoas;Juntos;4;3;Professora;Outros;Preferência pelo curso;Mãe;1;3;0;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;5;4;5;2;3;5;0;14;13;14
Gabriel Pereira;Feminino;17;Urbano;Mais de 3 pessoas;Juntos;4;3;Saúde;Outros;Reputação da escola;Mãe;1;3;0;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;4;4;3;1;3;4;0;11;12;13
Gabriel Pereira;Feminino;17;Urbano;Mais de 3 pessoas;Juntos;2;1;Serviços;Outros;Preferência pelo curso;Mãe;2;2;0;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;4;3;4;2;2;1;10;12;15;15
Gabriel Pereira;Feminino;17;Urbano;Mais de 3 pessoas;Juntos;2;1;Serviços;Outros;Reputação da escola;Mãe;1;2;0;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;4;3;5;2;4;4;4;12;16;16
Gabriel Pereira;Feminino;19;Urbano;Menos de 3 pessoas;Separados;2;3;Dona de casa;Outros;Perto de casa;Outros;2;1;1;Não;Não;Não;Não;Sim;Não;Sim;Não;2;2;3;3;4;5;16;10;11;11
Gabriel Pereira;Feminino;17;Urbano;Mais de 3 pessoas;Juntos;3;1;Outros;Sem ocupação;Perto de casa;Mãe;1;1;1;Não;Sim;Sim;Não;Sim;Sim;Sim;Sim;4;1;2;1;1;3;6;10;13;13
Gabriel Pereira;Feminino;21;Urbano;Menos de 3 pessoas;Juntos;4;4;Outros;Outros;Reputação da escola;Outros;1;3;2;Não;Não;Sim;Sim;Sim;Sim;Sim;Não;3;3;2;1;1;5;0;9;12;12
Gabriel Pereira;Masculino;18;Urbano;Menos de 3 pessoas;Juntos;2;2;Serviços;Serviços;Reputação da escola;Mãe;1;2;0;Não;Sim;Não;Sim;Não;Não;Sim;Não;4;4;4;1;3;3;11;9;11;12
Gabriel Pereira;Masculino;18;Urbano;Menos de 3 pessoas;Separados;3;4;Outros;Outros;Reputação da escola;Outros;1;2;0;Não;Não;Não;Sim;Sim;Sim;Sim;Sim;4;3;5;1;4;2;9;13;14;15
Gabriel Pereira;Feminino;17;Urbano;Mais de 3 pessoas;Juntos;2;2;Serviços;Serviços;Reputação da escola;Mãe;1;2;0;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;4;3;4;1;3;4;0;13;17;17
Gabriel Pereira;Masculino;17;Urbano;Menos de 3 pessoas;Separados;4;4;Saúde;Outros;Reputação da escola;Mãe;1;3;0;Não;Sim;Não;Não;Sim;Sim;Sim;Não;4;4;2;1;2;4;2;12;15;15
Gabriel Pereira;Feminino;18;Urbano;Menos de 3 pessoas;Juntos;4;2;Professora;Outros;Preferência pelo curso;Mãe;1;2;0;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;4;2;2;1;1;3;0;14;17;17
Gabriel Pereira;Masculino;21;Rural;Menos de 3 pessoas;Juntos;1;1;Dona de casa;Outros;Preferência pelo curso;Outros;2;2;2;Não;Sim;Não;Sim;Sim;Não;Sim;Sim;5;3;3;5;2;4;21;9;10;10
Gabriel Pereira;Feminino;20;Rural;Mais de 3 pessoas;Juntos;1;1;Outros;Outros;Reputação da escola;Outros;2;3;0;Não;Não;Não;Não;Sim;Sim;Sim;Sim;3;2;2;1;3;3;8;11;15;15
Gabriel Pereira;Feminino;19;Urbano;Mais de 3 pessoas;Juntos;4;4;Professora;Outros;Perto de casa;Outros;1;1;1;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;3;2;5;4;4;5;5;9;10;11
Gabriel Pereira;Masculino;17;Urbano;Menos de 3 pessoas;Separados;3;2;Outros;Outros;Reputação da escola;Mãe;1;2;0;Não;Sim;Não;Não;Sim;Sim;Sim;Não;4;4;4;1;2;5;10;16;18;18
Gabriel Pereira;Feminino;18;Urbano;Mais de 3 pessoas;Juntos;3;2;Dona de casa;Outros;Reputação da escola;Pai;1;3;0;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;4;3;4;1;2;2;5;14;17;17
Gabriel Pereira;Masculino;18;Rural;Mais de 3 pessoas;Juntos;2;3;Outros;Serviços;Reputação da escola;Pai;1;1;0;Não;Não;Não;Não;Sim;Sim;Sim;Não;3;1;3;4;5;4;13;13;14;14
Gabriel Pereira;Masculino;19;Urbano;Mais de 3 pessoas;Juntos;2;1;Outros;Outros;Reputação da escola;Mãe;1;1;0;Não;Não;Não;Não;Sim;Sim;Sim;Não;5;3;4;1;4;4;10;7;11;11
Gabriel Pereira;Feminino;18;Urbano;Menos de 3 pessoas;Separados;2;2;Serviços;Outros;Reputação da escola;Mãe;2;2;0;Não;Sim;Não;Não;Sim;Sim;Sim;Não;4;1;4;1;3;4;10;14;17;17
Gabriel Pereira;Feminino;20;Urbano;Mais de 3 pessoas;Juntos;1;0;Outros;Outros;Reputação da escola;Mãe;2;1;1;Sim;Não;Não;Não;Sim;Sim;Sim;Sim;5;3;1;1;1;5;5;8;10;10
Gabriel Pereira;Feminino;18;Urbano;Mais de 3 pessoas;Juntos;3;2;Serviços;Outros;Perto de casa;Mãe;1;2;0;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;3;1;2;1;2;1;4;10;13;13
Mousinho da Silveira;Feminino;16;Urbano;Mais de 3 pessoas;Juntos;1;3;Dona de casa;Outros;Outros;Pai;2;1;0;Não;Sim;Não;Não;Sim;Não;Sim;Sim;4;3;3;1;3;5;11;10;11;11
Mousinho da Silveira;Feminino;16;Rural;Mais de 3 pessoas;Juntos;2;2;Outros;Outros;Preferência pelo curso;Mãe;2;2;0;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;4;4;4;1;1;5;0;12;12;12
Mousinho da Silveira;Feminino;15;Rural;Mais de 3 pessoas;Juntos;1;1;Dona de casa;Serviços;Outros;Mãe;1;1;1;Não;Sim;Não;Não;Sim;Sim;Não;Sim;4;1;3;1;1;2;6;10;10;10
Mousinho da Silveira;Feminino;15;Rural;Mais de 3 pessoas;Juntos;3;3;Dona de casa;Outros;Preferência pelo curso;Mãe;2;1;0;Não;Sim;Não;Não;Sim;Sim;Sim;Não;5;4;4;2;3;5;4;10;10;11
Mousinho da Silveira;Feminino;16;Rural;Mais de 3 pessoas;Juntos;2;3;Dona de casa;Serviços;Preferência pelo curso;Mãe;2;2;0;Não;Não;Não;Não;Sim;Sim;Não;Não;4;5;2;1;2;5;0;16;17;17
Mousinho da Silveira;Feminino;15;Rural;Menos de 3 pessoas;Juntos;2;1;Dona de casa;Outros;Perto de casa;Mãe;2;1;0;Não;Não;Não;Não;Sim;Não;Não;Não;1;3;4;1;1;1;0;6;8;9
Mousinho da Silveira;Masculino;16;Rural;Menos de 3 pessoas;Separados;4;4;Dona de casa;Outros;Perto de casa;Mãe;1;2;0;Não;Sim;Não;Não;Sim;Sim;Não;Não;5;3;2;1;3;2;5;10;11;11
Mousinho da Silveira;Masculino;16;Urbano;Mais de 3 pessoas;Separados;1;2;Outros;Outros;Outros;Mãe;1;3;0;Sim;Não;Não;Não;Sim;Sim;Sim;Não;4;4;3;1;1;5;0;10;11;11
Mousinho da Silveira;Feminino;17;Rural;Mais de 3 pessoas;Juntos;3;2;Dona de casa;Outros;Preferência pelo curso;Pai;1;2;1;Não;Não;Não;Não;Sim;Sim;Não;Sim;4;5;4;1;2;5;0;10;10;10
Mousinho da Silveira;Feminino;17;Rural;Mais de 3 pessoas;Juntos;1;1;Outros;Outros;Outros;Pai;1;1;1;Não;Sim;Não;Não;Não;Não;Sim;Não;5;4;4;2;2;5;0;6;6;7
Mousinho da Silveira;Feminino;15;Rural;Mais de 3 pessoas;Juntos;4;4;Professora;Outros;Preferência pelo curso;Mãe;2;1;0;Não;Não;Não;Não;Sim;Sim;Sim;Sim;1;5;1;3;5;5;0;13;14;14
Mousinho da Silveira;Feminino;16;Urbano;Menos de 3 pessoas;Separados;2;2;Dona de casa;Outros;Reputação da escola;Mãe;2;4;0;Não;Não;Não;Sim;Não;Não;Não;Sim;1;2;1;1;1;1;4;10;9;11
Mousinho da Silveira;Feminino;15;Rural;Menos de 3 pessoas;Juntos;1;1;Dona de casa;Serviços;Reputação da escola;Pai;2;2;0;Não;Sim;Não;Não;Sim;Sim;Sim;Não;5;4;3;1;2;4;0;10;10;10
Mousinho da Silveira;Feminino;15;Rural;Menos de 3 pessoas;Juntos;1;1;Outros;Serviços;Preferência pelo curso;Mãe;2;1;1;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;4;4;3;1;2;2;4;6;7;8
Mousinho da Silveira;Feminino;16;Rural;Mais de 3 pessoas;Juntos;0;2;Outros;Outros;Outros;Mãe;2;1;0;Não;Sim;Não;Sim;Sim;Sim;Não;Não;3;2;3;1;2;2;0;12;11;12
Mousinho da Silveira;Feminino;17;Rural;Mais de 3 pessoas;Juntos;2;3;Outros;Outros;Preferência pelo curso;Mãe;2;1;0;Não;Sim;Não;Não;Sim;Sim;Sim;Não;5;5;5;1;3;3;2;10;11;12
Mousinho da Silveira;Feminino;15;Rural;Mais de 3 pessoas;Juntos;3;3;Outros;Serviços;Preferência pelo curso;Pai;2;1;0;Não;Não;Não;Não;Não;Sim;Sim;Não;4;1;3;1;1;4;0;14;16;16
Mousinho da Silveira;Masculino;16;Urbano;Mais de 3 pessoas;Juntos;1;1;Dona de casa;Serviços;Perto de casa;Mãe;2;2;0;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;5;4;5;4;5;3;0;7;0;0
Mousinho da Silveira;Masculino;17;Urbano;Mais de 3 pessoas;Juntos;1;1;Outros;Outros;Perto de casa;Mãe;1;2;0;Não;Não;Sim;Não;Não;Sim;Sim;Não;4;4;3;2;4;5;4;8;9;9
Mousinho da Silveira;Masculino;15;Rural;Menos de 3 pessoas;Juntos;4;1;Saúde;Serviços;Reputação da escola;Pai;1;2;0;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;5;3;4;1;2;2;0;12;13;14
Mousinho da Silveira;Masculino;15;Rural;Menos de 3 pessoas;Juntos;4;1;Saúde;Serviços;Reputação da escola;Pai;1;2;0;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;5;3;4;1;2;2;7;7;9;8
Mousinho da Silveira;Masculino;16;Rural;Mais de 3 pessoas;Juntos;3;4;Outros;Saúde;Outros;Mãe;3;2;0;Não;Não;Não;Não;Não;Sim;Não;Não;3;4;5;1;2;5;4;9;10;11
Mousinho da Silveira;Masculino;15;Rural;Mais de 3 pessoas;Juntos;1;1;Outros;Outros;Preferência pelo curso;Mãe;4;2;0;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;5;4;5;2;4;4;8;7;9;9
Mousinho da Silveira;Masculino;15;Urbano;Menos de 3 pessoas;Juntos;3;3;Dona de casa;Sem ocupação;Reputação da escola;Pai;1;2;0;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;5;3;3;1;1;5;0;11;11;11
Mousinho da Silveira;Masculino;17;Rural;Mais de 3 pessoas;Juntos;2;1;Outros;Outros;Outros;Mãe;3;1;0;Não;Não;Não;Sim;Sim;Não;Não;Sim;5;5;5;5;5;3;8;8;10;9
Mousinho da Silveira;Feminino;16;Rural;Mais de 3 pessoas;Juntos;4;4;Professora;Professor;Preferência pelo curso;Mãe;2;3;0;Não;Não;Não;Sim;Sim;Sim;Sim;Sim;4;2;2;1;1;4;6;16;16;17
Mousinho da Silveira;Feminino;15;Rural;Mais de 3 pessoas;Juntos;1;2;Outros;Serviços;Preferência pelo curso;Mãe;2;1;0;Não;Não;Não;Não;Sim;Sim;Não;Não;5;1;2;1;1;1;3;11;13;13
Mousinho da Silveira;Feminino;16;Rural;Mais de 3 pessoas;Juntos;2;3;Outros;Serviços;Preferência pelo curso;Mãe;3;2;0;Não;Sim;Não;Não;Sim;Sim;Sim;Não;4;5;4;1;2;1;2;15;15;15
Mousinho da Silveira;Masculino;16;Rural;Mais de 3 pessoas;Juntos;1;2;Outros;Outros;Preferência pelo curso;Pai;2;2;0;Não;Não;Não;Não;Sim;Sim;Não;Não;4;3;3;1;1;5;0;10;11;11
Mousinho da Silveira;Feminino;16;Rural;Mais de 3 pessoas;Juntos;2;2;Outros;Outros;Preferência pelo curso;Mãe;3;2;0;Não;Sim;Não;Não;Sim;Sim;Sim;Não;4;4;5;1;1;4;4;9;10;11
Mousinho da Silveira;Feminino;16;Urbano;Mais de 3 pessoas;Juntos;1;2;Outros;Serviços;Preferência pelo curso;Mãe;1;3;1;Não;Sim;Não;Não;Sim;Sim;Não;Não;1;3;2;1;2;4;0;10;8;8
Mousinho da Silveira;Feminino;16;Urbano;Mais de 3 pessoas;Juntos;1;2;Outros;Serviços;Preferência pelo curso;Mãe;1;3;1;Não;Sim;Não;Não;Sim;Sim;Não;Não;1;3;2;1;2;4;3;9;8;8
